PacketDropQueue Network.nodeTx.TrTx (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.queue_0 (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.queue_1 (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.nodeRx.TrRx (#0 - General-0-20230516-07:13:25-15547),,PacketGen Network.nodeTx.gen (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.nodeTx.TrTx (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.queue_0 (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.nodeRx.TrRx (#0 - General-0-20230516-07:13:25-15547),,Delay Network.nodeRx.sink (#0 - General-0-20230516-07:13:25-15547),,PacketUsed Network.nodeRx.sink (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.queue_1 (#0 - General-0-20230516-07:13:25-15547),
,,,,,,,,12.860630531864,129,12.860630531864,10,13.879807835223,60,25.979787450457,1,26.079787450457,13.21915691859300063,26.079787450457,1,,
,,,,,,,,13.159349521049,130,13.159349521049,8,13.979807835223,60,26.179787450457,1,26.279787450457,13.12043792940799841,26.279787450457,1,,
,,,,,,,,13.205350916823,131,13.205350916823,8,14.079807835223,61,26.379787450457,1,26.479787450457,13.27443653363399885,26.479787450457,1,,
,,,,,,,,13.313977854911,132,13.313977854911,8,14.179807835223,61,26.579787450457,1,26.679787450457,13.36580959554600051,26.679787450457,1,,
,,,,,,,,13.486011020683,133,13.486011020683,7,14.279807835223,62,26.779787450457,1,26.879787450457,13.39377642977400025,26.879787450457,1,,
,,,,,,,,13.487377478526,134,13.487377478526,8,14.379807835223,62,26.979787450457,1,27.079787450457,13.59240997193099781,27.079787450457,1,,
,,,,,,,,13.497591966678,135,13.497591966678,9,14.479807835223,63,27.179787450457,1,27.279787450457,13.78219548377899878,27.279787450457,1,,
,,,,,,,,13.595102160094,136,13.595102160094,9,14.579807835223,63,27.379787450457,1,27.479787450457,13.88468529036299863,27.479787450457,1,,
,,,,,,,,13.777084052022,137,13.777084052022,9,14.679807835223,64,27.579787450457,1,27.679787450457,13.90270339843499762,27.679787450457,1,,
,,,,,,,,13.889065488597,138,13.889065488597,8,14.779807835223,64,27.779787450457,1,27.879787450457,13.9907219618600002,27.879787450457,1,,
,,,,,,,,13.899168966128,139,13.899168966128,9,14.879807835223,65,27.979787450457,1,28.079787450457,14.18061848432899902,28.079787450457,1,,
,,,,,,,,14.256527803362,140,14.256527803362,7,14.979807835223,65,28.179787450457,1,28.279787450457,14.02325964709499922,28.279787450457,1,,
,,,,,,,,14.63143094932,141,14.63143094932,4,15.079807835223,66,28.379787450457,1,28.479787450457,13.84835650113699751,28.479787450457,1,,
,,,,,,,,14.841963079399,142,14.841963079399,3,15.179807835223,66,28.579787450457,1,28.679787450457,13.83782437105799795,28.679787450457,1,,
,,,,,,,,14.905196739039,143,14.905196739039,3,15.279807835223,67,28.779787450457,1,28.879787450457,13.97459071141799918,28.879787450457,1,,
,,,,,,,,14.976455098372,144,14.976455098372,4,15.379807835223,67,28.979787450457,1,29.079787450457,14.10333235208499751,29.079787450457,1,,
,,,,,,,,15.352647826822,145,15.352647826822,1,15.479807835223,68,29.179787450457,1,29.279787450457,13.92713962363499996,29.279787450457,1,,
,,,,,,,,15.358380519464,146,15.358380519464,2,15.579807835223,68,29.379787450457,1,29.479787450457,14.12140693099300031,29.479787450457,1,,
,,,,,,,,15.451228369154,147,15.451228369154,2,15.679807835223,69,29.579787450457,1,29.679787450457,14.22855908130300043,29.679787450457,1,,
,,,,,,,,15.511223057818,148,15.511223057818,2,15.779807835223,69,29.779787450457,1,29.879787450457,14.36856439263899781,29.879787450457,1,,
,,,,,,,,15.645647585033,149,15.645647585033,2,15.879807835223,70,29.979787450457,1,30.079787450457,14.43413986542399733,30.079787450457,1,,
,,,,,,,,15.647666597848,150,15.647666597848,3,15.979807835223,70,30.179787450457,1,30.279787450457,14.63212085260899891,30.279787450457,1,,
,,,,,,,,15.651664227754,151,15.651664227754,4,16.079807835223,71,30.379787450457,1,30.479787450457,14.82812322270299882,30.479787450457,1,,
,,,,,,,,15.709952066641,152,15.709952066641,4,16.179807835223,71,30.579787450457,1,30.679787450457,14.96983538381599737,30.679787450457,1,,
,,,,,,,,15.743193090737,153,15.743193090737,5,16.279807835223,72,30.779787450457,1,30.879787450457,15.13659435972000006,30.879787450457,1,,
,,,,,,,,16.132350103022,154,16.132350103022,2,16.379807835223,72,30.979787450457,1,31.079787450457,14.94743734743499878,31.079787450457,1,,
,,,,,,,,16.145155779553,155,16.145155779553,3,16.479807835223,73,31.179787450457,1,31.279787450457,15.13463167090399956,31.279787450457,1,,
,,,,,,,,16.189697725745,156,16.189697725745,3,16.579807835223,73,31.379787450457,1,31.479787450457,15.2900897247120006,31.479787450457,1,,
,,,,,,,,16.224815334683,157,16.224815334683,4,16.679807835223,74,31.579787450457,1,31.679787450457,15.45497211577399803,31.679787450457,1,,
,,,,,,,,16.290379963119,158,16.290379963119,4,16.779807835223,74,31.779787450457,1,31.879787450457,15.58940748733800057,31.879787450457,1,,
,,,,,,,,16.303018826762,159,16.303018826762,5,16.879807835223,75,31.979787450457,1,32.079787450457,15.77676862369499837,32.079787450457,1,,
,,,,,,,,16.419706179417,160,16.419706179417,5,16.979807835223,75,32.179787450457,1,32.279787450457,15.86008127103999847,32.279787450457,1,,
,,,,,,,,16.457976274303,161,16.457976274303,6,17.079807835223,76,32.379787450457,1,32.479787450457,16.02181117615399578,32.479787450457,1,,
,,,,,,,,16.670399994003,162,16.670399994003,5,17.179807835223,76,32.579787450457,1,32.679787450457,16.00938745645400012,32.679787450457,1,,
,,,,,,,,16.723888431579,163,16.723888431579,5,17.279807835223,77,32.779787450457,1,32.879787450457,16.15589901887799578,32.879787450457,1,,
,,,,,,,,16.974279609888,164,16.974279609888,4,17.379807835223,77,32.979787450457,1,33.079787450457,16.10550784056899678,33.079787450457,1,,
,,,,,,,,16.980909350036,165,16.980909350036,4,17.479807835223,78,33.179787450457,1,33.279787450457,16.29887810042099965,33.279787450457,1,,
,,,,,,,,17.005348894844,166,17.005348894844,5,17.579807835223,78,33.379787450457,1,33.479787450457,16.47443855561299835,33.479787450457,1,,
